"CONTENT TYPE","TITLE","ABBR","ISSN","e-ISSN","PUBLICATION RANGE: START","PUBLICATION RANGE: LATEST PUBLISHED","SHORTCUT URL","ARCHIVE URL"
"Conference Proceedings","NICELI: Network-I/O Convergence","","","","2003 (August 2003)","2003 (August 2003)","http://portal.acm.org/proceedings/niceli/","http://portal.acm.org/proceedings/niceli/archive/"
"Conference Proceedings","NIME: New Interfaces for Musical Expression","","","","2007 (June 2007)","2007 (June 2007)","http://portal.acm.org/proceedings/nime/","http://portal.acm.org/proceedings/nime/archive/"
"Conference Proceedings","NOSSDAV: Network and Operating Systems Support for Digital Audio and Video","","","","2001 (January 2001)","2013 (February 2013)","http://portal.acm.org/proceedings/nossdav/","http://portal.acm.org/proceedings/nossdav/archive/"
"Conference Proceedings","NOTERE: New Technologies in Distributed Systems","","","","2008 (June 2008)","2008 (June 2008)","http://portal.acm.org/proceedings/notere/","http://portal.acm.org/proceedings/notere/archive/"
"Conference Proceedings","NPAR: Non-Photorealistic Animation and Rendering","","","","2000 (June 2000)","2013 (July 2013)","http://portal.acm.org/proceedings/npar/","http://portal.acm.org/proceedings/npar/archive/"
"Conference Proceedings","NPIV: New Paradigms in Information Visualization and Manipulation","","","","1997 (November 1997)","1998 (November 1998)","http://portal.acm.org/proceedings/npiv/","http://portal.acm.org/proceedings/npiv/archive/"
"Conference Proceedings","NPIVM: NPIVM","","","","1999 (November 1999)","1999 (November 1999)","http://portal.acm.org/proceedings/npivm/","http://portal.acm.org/proceedings/npivm/archive/"
"Conference Proceedings","NRBC: Next-Generation Residential Broadband Challenges","","","","2004 (October 2004)","2004 (October 2004)","http://portal.acm.org/proceedings/nrbc/","http://portal.acm.org/proceedings/nrbc/archive/"
"Conference Proceedings","NSDI: Networked Systems Design & Implementation ","","","","2005 (May 2005)","2011 (March 2011)","http://portal.acm.org/proceedings/nsdi/","http://portal.acm.org/proceedings/nsdi/archive/"
"Conference Proceedings","NSDR: Networked Systems for Developing Regions","","","","2007 (August 2007)","2011 (June 2011)","http://portal.acm.org/proceedings/nsdr/","http://portal.acm.org/proceedings/nsdr/archive/"
"Conference Proceedings","NSEC: National Software Engineering Conference","","","","2010 (October 2010)","2010 (October 2010)","http://portal.acm.org/proceedings/nsec/","http://portal.acm.org/proceedings/nsec/archive/"
"Conference Proceedings","NSPW: New Security Paradigms and Workshop","","","","1993 (August 1993)","2013 (December 2013)","http://portal.acm.org/proceedings/nspw/","http://portal.acm.org/proceedings/nspw/archive/"
"Conference Proceedings","Nanoarch: Nanoscale Architectures","","","","2010 (June 2010)","2010 (June 2010)","http://portal.acm.org/proceedings/nanoarch/","http://portal.acm.org/proceedings/nanoarch/archive/"
"Conference Proceedings","NetEcon: Economics of Networked Systems","","","","2008 (August 2008)","2010 (October 2010)","http://portal.acm.org/proceedings/netecon/","http://portal.acm.org/proceedings/netecon/archive/"
"Conference Proceedings","NetGames: Network and Systems Support for Games","","","","2002 (April 2002)","2012 (November 2012)","http://portal.acm.org/proceedings/netgames/","http://portal.acm.org/proceedings/netgames/archive/"
"Conference Proceedings","NetT: Network Troubleshooting","","","","2004 (September 2004)","2004 (September 2004)","http://portal.acm.org/proceedings/nett/","http://portal.acm.org/proceedings/nett/archive/"
"Conference Proceedings","NoCArc: Network on Chip Architectures","","","","2009 (December 2009)","2013 (December 2013)","http://portal.acm.org/proceedings/nocarc/","http://portal.acm.org/proceedings/nocarc/archive/"
"Conference Proceedings","NordiCHI: Nordic Conference on Human-Computer Interaction","","","","2002 (October 2002)","2012 (October 2012)","http://portal.acm.org/proceedings/nordichi/","http://portal.acm.org/proceedings/nordichi/archive/"
"Conference Proceedings","OBI: Ontology-supported Business Intelligence","","","","2008 (October 2008)","2008 (October 2008)","http://portal.acm.org/proceedings/obi/","http://portal.acm.org/proceedings/obi/archive/"
"Conference Proceedings","OM: Optimization of Middleware and Distributed Systems","","","","2001 (August 2001)","2001 (August 2001)","http://portal.acm.org/proceedings/om/","http://portal.acm.org/proceedings/om/archive/"
"Conference Proceedings","ONISW: Ontologies and Information Systems for the Semantic Web","","","","2008 (October 2008)","2008 (October 2008)","http://portal.acm.org/proceedings/onisw/","http://portal.acm.org/proceedings/onisw/archive/"
"Conference Proceedings","OODS: Object-Oriented Database Systems","","","","1986 (September 1986)","1986 (September 1986)","http://portal.acm.org/proceedings/oods/","http://portal.acm.org/proceedings/oods/archive/"
"Conference Proceedings","OOPWORK: OOPWORK","","","","1986 (June 1986)","1986 (June 1986)","http://portal.acm.org/proceedings/oopwork/","http://portal.acm.org/proceedings/oopwork/archive/"
"Conference Proceedings","OSDI: Operating Systems Design and Implementation","","","","1994 (November 1994)","2012 (October 2012)","http://portal.acm.org/proceedings/osdi/","http://portal.acm.org/proceedings/osdi/archive/"
"Conference Proceedings","OSDM: Open Source Data Mining","","","","2005 (August 2005)","2005 (August 2005)","http://portal.acm.org/proceedings/osdm/","http://portal.acm.org/proceedings/osdm/archive/"
"Conference Proceedings","OZCHI: Australian Computer-Human Interaction Special Interest Group: Design","","","","2006 (November 2006)","2012 (November 2012)","http://portal.acm.org/proceedings/ozchi/","http://portal.acm.org/proceedings/ozchi/archive/"
"Conference Proceedings","P2PECON: Economics of Peer-to-Peer Systems","","","","2005 (August 2005)","2005 (August 2005)","http://portal.acm.org/proceedings/p2pecon/","http://portal.acm.org/proceedings/p2pecon/archive/"
"Conference Proceedings","P2PIR: PPIR","","","","2005 (November 2005)","2006 (November 2006)","http://portal.acm.org/proceedings/p2pir/","http://portal.acm.org/proceedings/p2pir/archive/"
"Conference Proceedings","PACT: Parallel Architectures and Compilation Techniques","","","","1993 (January 1993)","2013 (October 2013)","http://portal.acm.org/proceedings/pact/","http://portal.acm.org/proceedings/pact/archive/"
"Conference Proceedings","PADD: Parallel and Distributed Debugging","","","","1988 (November 1988)","1993 (December 1993)","http://portal.acm.org/proceedings/padd/","http://portal.acm.org/proceedings/padd/archive/"
"Conference Proceedings","PADS: Principles of Advanced and Distributed Simulation","","","","1993 (July 1993)","2013 (May 2013)","http://portal.acm.org/proceedings/pads/","http://portal.acm.org/proceedings/pads/archive/"
"Conference Proceedings","PADTAD: Parallel and Distributed Systems: Testing, Analysis, and Debugging","","","","2006 (July 2006)","2012 (July 2012)","http://portal.acm.org/proceedings/padtad/","http://portal.acm.org/proceedings/padtad/archive/"
"Conference Proceedings","PAIS: Privacy and Anonymity in Information Society","","","","2008 (March 2008)","2011 (March 2011)","http://portal.acm.org/proceedings/pais/","http://portal.acm.org/proceedings/pais/archive/"
"Conference Proceedings","PASCO: Parallel Symbolic Computation","","","","1997 (July 1997)","2010 (July 2010)","http://portal.acm.org/proceedings/pasco/","http://portal.acm.org/proceedings/pasco/archive/"
"Conference Proceedings","PASTE: Program Analysis for Software Tools and Engineering","","","","1998 (July 1998)","2013 (June 2013)","http://portal.acm.org/proceedings/paste/","http://portal.acm.org/proceedings/paste/archive/"
"Conference Proceedings","PAVLAD: Privacy and Anonymity for Very Large Databases","","","","2009 (November 2009)","2009 (November 2009)","http://portal.acm.org/proceedings/pavlad/","http://portal.acm.org/proceedings/pavlad/archive/"
"Conference Proceedings","PCAR: Practical Cognitive Agents and Robots","","","","2006 (November 2006)","2010 (May 2010)","http://portal.acm.org/proceedings/pcar/","http://portal.acm.org/proceedings/pcar/archive/"
"Conference Proceedings","PCGames: Procedural Content Generation in Games","","","","2010 (June 2010)","2011 (June 2011)","http://portal.acm.org/proceedings/pcgames/","http://portal.acm.org/proceedings/pcgames/archive/"
"Conference Proceedings","PCK: Principles of Computing & Knowledge","","","","2003 (June 2003)","2003 (June 2003)","http://portal.acm.org/proceedings/pck/","http://portal.acm.org/proceedings/pck/archive/"
"Conference Proceedings","PCS: Personal Computer Security","","","","1986 (September 1986)","1986 (September 1986)","http://portal.acm.org/proceedings/pcs/","http://portal.acm.org/proceedings/pcs/archive/"
"Conference Proceedings","PDC: Participatory Design","","","","2004 (July 2004)","2012 (August 2012)","http://portal.acm.org/proceedings/pdc/","http://portal.acm.org/proceedings/pdc/archive/"
"Conference Proceedings","PDSW: Petascale Data Storage","","","","2007 (November 2007)","2013 (November 2013)","http://portal.acm.org/proceedings/pdsw/","http://portal.acm.org/proceedings/pdsw/archive/"
"Conference Proceedings","PE-WASUN: Performance Evaluation of Wireless Ad hoc Sensor, and Ubiquitous Networks","","","","2004 (October 2004)","2013 (November 2013)","http://portal.acm.org/proceedings/pe-wasun/","http://portal.acm.org/proceedings/pe-wasun/archive/"
"Conference Proceedings","PEICS: Pattern-Driven Engineering of Interactive Computing Systems","","","","2010 (July 2010)","2011 (June 2011)","http://portal.acm.org/proceedings/peics/","http://portal.acm.org/proceedings/peics/archive/"
"Conference Proceedings","PEPM: Partial Evaluation and Program Manipulation","","","","1991 (May 1991)","2013 (January 2013)","http://portal.acm.org/proceedings/pepm/","http://portal.acm.org/proceedings/pepm/archive/"
"Conference Proceedings","PERFORMANCE: Computer Performance Modelling, Measurement and Evaluation","","","","1980 (May 1980)","1980 (May 1980)","http://portal.acm.org/proceedings/performance/","http://portal.acm.org/proceedings/performance/archive/"
"Conference Proceedings","PESOS: Principles of Engineering Service-Oriented Systems","","","","2009 (May 2009)","2011 (May 2011)","http://portal.acm.org/proceedings/pesos/","http://portal.acm.org/proceedings/pesos/archive/"
"Conference Proceedings","PETRA: Pervasive Technologies Related to Assistive Environments","","","","2008 (July 2008)","2013 (May 2013)","http://portal.acm.org/proceedings/petra/","http://portal.acm.org/proceedings/petra/archive/"
"Conference Proceedings","PGAS: Partitioned Global Address Space Programing Models","","","","2009 (October 2009)","2010 (October 2010)","http://portal.acm.org/proceedings/pgas/","http://portal.acm.org/proceedings/pgas/archive/"
"Conference Proceedings","PIKM: Ph.D. Students in Information and Knowledge Management","","","","2007 (November 2007)","2013 (November 2013)","http://portal.acm.org/proceedings/pikm/","http://portal.acm.org/proceedings/pikm/archive/"
"Conference Proceedings","PINS: Practice and Theory of Incentives in Networked Systems","","","","2004 (September 2004)","2004 (September 2004)","http://portal.acm.org/proceedings/pins/","http://portal.acm.org/proceedings/pins/archive/"
"Conference Proceedings","PLAS: Programming Languages and Analysis for Security","","","","2006 (June 2006)","2013 (June 2013)","http://portal.acm.org/proceedings/plas/","http://portal.acm.org/proceedings/plas/archive/"
"Conference Proceedings","PLATE: Linking Aspect Technology and Evolution","","","","2009 (March 2009)","2009 (March 2009)","http://portal.acm.org/proceedings/plate/","http://portal.acm.org/proceedings/plate/archive/"
"Conference Proceedings","PLDI: Programming Language Design and Implementation","","","","1988 (June 1988)","2013 (June 2013)","http://portal.acm.org/proceedings/pldi/","http://portal.acm.org/proceedings/pldi/archive/"
"Conference Proceedings","PLEASE: Product Line Approaches in Software Engineering","","","","2010 (May 2010)","2011 (May 2011)","http://portal.acm.org/proceedings/please/","http://portal.acm.org/proceedings/please/archive/"
"Conference Proceedings","PLOS: Programming Languages and Operating Systems","","","","2006 (October 2006)","2013 (November 2013)","http://portal.acm.org/proceedings/plos/","http://portal.acm.org/proceedings/plos/archive/"
"Conference Proceedings","PLPV: Programming Languages Meets Program Verification","","","","2007 (October 2007)","2013 (January 2013)","http://portal.acm.org/proceedings/plpv/","http://portal.acm.org/proceedings/plpv/archive/"
"Conference Proceedings","PLoP: Pattern Languages of Programs","","","","2006 (October 2006)","2010 (August 2009)","http://portal.acm.org/proceedings/plop/","http://portal.acm.org/proceedings/plop/archive/"
"Conference Proceedings","PMHWN: Performance Monitoring and Measurement of Heterogenous Wireless and Wired Networks","","","","2006 (October 2006)","2013 (November 2013)","http://portal.acm.org/proceedings/pmhwn/","http://portal.acm.org/proceedings/pmhwn/archive/"
"Conference Proceedings","PODC: Principles of Distributed Computing","","","","1982 (August 1982)","2013 (July 2013)","http://portal.acm.org/proceedings/podc/","http://portal.acm.org/proceedings/podc/archive/"
"Conference Proceedings","PODS: Principles of Database Systems","","","","1982 (March 1982)","2013 (June 2013)","http://portal.acm.org/proceedings/pods/","http://portal.acm.org/proceedings/pods/archive/"
"Conference Proceedings","POMC: Principles of Mobile Computing","","","","2002 (October 2002)","2002 (October 2002)","http://portal.acm.org/proceedings/pomc/","http://portal.acm.org/proceedings/pomc/archive/"
"Conference Proceedings","POOSC: Parallel/High-Performance Object-Oriented Scientific Computing","","","","2009 (July 2009)","2010 (October 2010)","http://portal.acm.org/proceedings/poosc/","http://portal.acm.org/proceedings/poosc/archive/"
